שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2020,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
צור יצחק,1345,ZUR YIZHAQ,4,42,421,20,141,1,6584,6551,6335,33,2007,180,,2001068308,119,417,10002155,2020,Zur Yizhaq,410
צור משה,276,ZUR MOSHE,4,41,411,18,141,1,3312,3308,3273,5,1937,190,,1920868938,51,412,15000060,2020,Zur Moshe,410
צור נתן,1148,ZUR NATAN,4,42,421,20,141,1,307,307,304,,1970,320,9,2014368303,184,417,10002155,2020,Zur Natan,410
צוריאל,774,ZURI'EL,2,24,243,52,,1,374,370,364,4,1950,310,1,2296776797,635,255,10004484,2020,Zuri'el,212
צורית,1221,ZURIT,2,24,242,56,241,1,917,916,893,1,1981,370,9,2238775641,343,205,10004465,2020,Zurit,210
ציפורי,613,ZIPPORI,2,23,237,9,,1,985,864,832,121,1949,310,1,2263973898,250,254,15002369,2020,Zippori,213
צלפון,796,ZELAFON,1,11,112,26,,1,1075,1075,1073,,1950,310,1,1935563469,168,151,15000597,2020,Zelafon,
צנדלה,636,SANDALA,2,23,232,8,,2,1670,,,1670,,450,,2306271428,113,204,10004394,2020,Sandala,213
צפרייה,594,ZAFRIYYA,4,43,432,40,133,1,1034,1034,1034,,1949,310,2,1865665670,31,425,10002207,2020,Zafriyya,
צפרירים,1079,ZAFRIRIM,1,11,112,26,444,1,412,412,406,,1958,310,1,1947461865,329,151,15000597,2020,Zafririm,
צפת,8000,ZEFAT,2,21,212,0,,1,36061,35284,33930,777,ותיק,160,,2475776328,602,216,10004528,2020,Zefat,211
צרופה,612,ZERUFA,3,32,321,15,243,1,1123,1121,1107,1,1949,310,1,1953472826,21,303,10004333,2020,Zerufa,
צרעה,567,ZOR'A,1,11,112,26,444,1,939,939,926,,1948,330,15,1971663005,206,151,15000597,2020,Zor'a,
קבועה (שבט),1234,QABBO'A,6,62,623,,,3,,,,,,460,,2160057200,,699,10001911,2020,Kabbu'a,
קבוצת יבנה,334,QEVUZAT YAVNE,4,44,441,29,143,1,965,965,963,,1941,330,3,1735563595,50,456,10001821,2020,Qevuzat Yavne,420
קדומים,3557,QEDUMIM,7,73,,99,145,1,4586,4586,4560,,1977,190,,2152868054,417,721,15004488,2020,Qedumim,710
קדימה-צורן,195,QADIMA-ZORAN,4,41,411,99,141,1,22717,22698,22243,19,1933,160,,1926468744,51,457,15000060,2020,Qadima- Zoran,410
קדמה,392,QEDMA,6,61,611,35,,,,,,,,510,,1787462323,100,632,10001821,2020,Qedma,420
קדמת צבי,4025,QIDMAT ZEVI,2,29,293,71,,1,512,512,481,,1985,310,7,2655377065,474,219,10004579,2020,Qidmat Zevi,211
קדר,3781,QEDAR,7,76,,76,445,1,1619,1619,1599,,1985,370,9,2294162889,448,714,10003314,2020,Qedar,
קדרון,615,QIDRON,4,44,441,28,143,1,1604,1604,1587,,1949,310,1,1807863592,52,456,15002488,2020,Qidron,420
קדרים,1211,QADDARIM,2,21,214,1,,1,289,289,285,,1980,330,15,2447075593,108,253,10004552,2020,Qaddarim,211
קודייראת א-צאנע (שבט),964,QUDEIRAT AS-SANI,6,62,623,,,3,,,,,,460,,2110057800,,699,10001937,2020,Kudayrat as-Sani',
קוואעין (שבט),972,QAWA'IN,6,62,623,,,3,,,,,,460,,2020058100,,699,10001937,2020,Kawa'in,
קוממיות,766,QOMEMIYYUT,6,61,611,34,,1,551,551,551,,1950,310,19,1745361889,70,631,10001813,2020,Qomemiyyut,
קורנית,1179,QORANIT,2,24,241,56,241,1,922,922,897,,1982,370,10,2239674988,442,205,10004513,2020,Qoranit,210
קטורה,1052,QETURA,6,62,625,53,,1,488,487,459,1,1970,330,15,2056143125,114,608,10001955,2020,Qetura,610
קיסריה,1167,QESARYYA,3,32,324,15,,1,5561,5544,5375,17,1977,180,,1916171235,20,303,10004261,2020,Qesaryya,
קלחים,414,QELAHIM,6,62,621,42,,1,656,655,650,1,1954,310,10,1694059538,170,651,10001930,2020,Qelahim,620
קליה,3601,QALYA,7,75,,74,,1,465,457,444,7,1968,330,15,2443462865,-361,713,10003314,2020,Qalya,710
קלנסווה,638,QALANSAWE,4,41,412,0,141,2,23512,52,26,23460,,260,,1980468829,37,458,10002155,2020,Qalansawe,410
קלע,4024,QELA,2,29,292,71,,1,336,336,303,,1984,370,9,2642178191,642,219,10004579,2020,Qela,211
קציר,1243,QAZIR,3,32,323,14,,1,2951,2885,2680,66,1982,190,,2099971023,334,351,10004233,2020,Qazir,
קצר א-סר,1347,QASR A-SIR,6,62,623,68,,2,2594,2,,2591,,290,,1982455466,537,624,10001918,2020,Qasr A-Sir,610
קצרין,4100,QAZRIN,2,29,293,99,,1,7500,7441,6085,60,1977,180,,2645476648,331,220,10004579,2020,Qazrin,211
קריית אונו,2620,QIRYAT ONO,5,52,512,0,122,1,40835,40793,39749,41,1939,160,,1866566309,61,508,10001516,2020,Qiryat Ono,
קריית ארבע,3611,QIRYAT ARBA,7,77,,99,,1,7338,7338,7175,,1972,180,,2112760481,913,709,15003512,2020,Qiryat Arba,
קריית אתא,6800,QIRYAT ATTA,3,31,311,0,222,1,59364,59234,54527,130,1925,150,,2104674550,35,305,10004207,2020,Qiryat Atta,310
קריית ביאליק,9500,QIRYAT BIALIK,3,31,311,0,221,1,41912,41867,37943,44,1934,160,,2087474929,12,352,10004207,2020,Qiryat Bialik,310
קריית גת,2630,QIRYAT GAT,6,61,612,0,,1,58482,58409,54686,73,1954,150,,1778361308,128,606,10001813,2020,Qiryat Gat,
קריית חינוך מרחבים*,1768,,6,62,622,42,,,,,,,,520,,1617958047,126,651,10001893,2020,,620
קריית טבעון,2300,QIRYAT TIV'ON,3,31,311,99,222,1,18312,18206,17676,106,1937,170,,2121573566,114,306,10004207,2020,Qiryat Tiv'on,310
קריית ים,9600,QIRYAT YAM,3,31,311,0,221,1,39459,39368,32770,90,1941,160,,2070575043,7,352,10004207,2020,Qiryat Yam,310
קריית יערים,1137,QIRYAT YE'ARIM,1,11,111,99,444,1,6238,6237,6217,1,1975,180,,2096463456,710,152,10002475,2020,Qiryat Ye'arim,
קריית יערים (מוסד),2039,QIRYAT YE'ARIM(INSTITUTE),1,11,111,26,444,1,165,164,153,1,1952,340,,2099563543,716,151,10002475,2020,Qiryat Ye'arim(Institute),
קריית מוצקין,8200,QIRYAT MOTZKIN,3,31,311,0,221,1,45463,45409,40720,54,1934,160,,2078174905,9,352,10004207,2020,Qiryat Motzkin,310
קריית מלאכי,1034,QIRYAT MAL'AKHI,6,61,611,0,143,1,24384,24304,23891,80,1951,160,,1759662669,63,617,10001821,2020,Qiryat Mal'akhi,420
קריית נטפים,3746,QIRYAT NETAFIM,7,73,,72,145,1,964,964,963,,1983,370,2,2107066931,429,710,15004488,2020,Qiryat Netafim,
קריית ענבים,78,QIRYAT ANAVIM,1,11,111,26,444,1,467,460,421,7,1920,330,15,2114163531,677,151,10002475,2020,Qiryat Anavim,
קריית עקרון,469,QIRYAT EQRON,4,44,441,99,133,1,11077,11004,10658,73,1948,170,,1833664101,55,453,10002241,2020,Qiryat Eqron,420
קריית שלמה,412,QIRYAT SHELOMO,4,41,411,19,141,1,233,228,172,5,1945,340,,1871368234,28,401,15000060,2020,Qiryat Shelomo,
קריית שמונה,2800,QIRYAT SHEMONA,2,21,211,0,,1,22363,21608,19963,756,1950,160,,2538579076,208,217,10004591,2020,Qiryat Shemona,211
קרית חינוך עזתה,1766,,6,62,621,39,,,,,,,,520,,1612659335,143,651,10001930,2020,,620
קרית תעופה,1746,,4,43,432,25,142,,,,,,,520,,1918565510,48,424,10002168,2020,,
קרני שומרון,3640,QARNE SHOMERON,7,73,,99,145,1,9417,9408,9113,9,1978,180,,2088467512,316,717,15004488,2020,Qarne Shomeron,710
קשת,4006,QESHET,2,29,292,71,,1,842,842,842,,1974,320,2,2759176514,701,219,10004579,2020,Qeshet,211
ראמה,543,RAME,2,24,242,99,,2,7792,20,7,7772,,280,,2346676038,382,260,10004465,2020,Rame,210
ראס אל-עין,1334,RAS AL-EIN,2,24,242,56,,2,397,,,397,,450,,2351775772,222,205,10004465,2020,Ras Al-Ein,210
ראס עלי,990,RAS ALI,3,31,311,12,222,2,652,,,652,,450,,2147974196,63,301,10004207,2020,Ras Ali,310
ראש העין,2640,ROSH HAAYIN,4,42,422,0,142,1,67624,67573,65674,51,1950,150,,1961966686,83,418,10002168,2020,Rosh HaAyin,
ראש פינה,26,ROSH PINNA,2,21,213,99,,1,3217,3170,3082,47,1882,190,,2510676372,308,259,10004540,2020,Rosh Pinna,211
ראש צורים,3602,ROSH ZURIM,7,76,,76,445,1,947,947,947,,1969,330,3,2119361950,918,714,15000586,2020,Rosh Zurim,
ראשון לציון,8300,RISHON LEZIYYON,4,44,442,0,133,1,256053,255825,232503,228,1882,130,,1812065295,41,413,10002207,2020,Rishon LeZiyyon,
רבבה,3795,REVAVA,7,72,,72,145,1,2786,2786,2786,,1991,190,11,2123066950,422,710,15004488,2020,Revava,
רבדים,564,REVADIM,6,61,611,35,,1,818,818,806,,1948,330,15,1826563130,79,632,10001821,2020,Revadim,420
רביבים,354,REVIVIM,6,62,626,48,,1,1084,1074,972,10,1943,330,15,1733855041,283,620,10001918,2020,Revivim,610
רביד,1225,RAVID,2,22,222,6,,1,138,137,136,1,1981,330,15,2437875070,164,214,10004552,2020,Ravid,214
רגבה,390,REGBA,2,24,245,4,241,1,1124,1124,1113,,1946,320,15,2096576475,17,201,10004302,2020,Regba,212
רגבים,444,REGAVIM,3,32,323,14,,1,506,506,496,,1948,330,15,2034971441,99,351,10004233,2020,Regavim,
רהט,1161,RAHAT,6,62,623,0,341,2,73768,170,93,73598,,250,,1765758882,222,618,10001946,2020,Rahat,620
רווחה,2051,REWAHA,6,61,612,34,,1,562,562,562,,1953,310,2,1747761753,84,631,10001813,2020,Rewaha,
רוויה,2016,REWAYA,2,23,231,7,,1,444,441,437,3,1952,310,2,2447470611,-109,202,10004568,2020,Rewaya,214
רוח מדבר,1341,RUAH MIDBAR,6,62,626,48,,1,68,66,56,2,,340,,1744654349,329,620,10001918,2020,Ruah Midbar,610
רוחמה,362,RUHAMA,6,61,614,37,,1,722,686,653,36,1944,330,15,1721160075,165,651,10001829,2020,Ruhama,620
רומאנה,539,RUMMANE,2,25,237,65,,2,1239,,,1239,,450,,2294274370,166,251,15002369,2020,Rummane,214
רומת הייב,997,RUMAT HEIB,2,25,237,65,,2,2093,,,2093,,290,,2288574255,192,251,15002369,2020,Rumat Heib,214
רועי,3619,RO'I,7,75,,75,,1,170,163,162,7,1976,310,10,2463068380,30,712,10003299,2020,Ro'i,710
רותם,3782,ROTEM,7,75,,75,,1,242,242,242,,1983,370,,2490869373,-70,712,10003299,2020,Rotem,710
רחוב,854,REHOV,2,23,231,7,,1,403,403,403,,1951,310,2,2462270634,-122,202,10004568,2020,Rehov,214
רחובות,8400,REHOVOT,4,44,441,0,133,1,146095,145730,137528,366,1890,140,,1819464438,51,414,10002241,2020,Rehovot,
רחלים,3822,REHELIM,7,72,,72,,1,906,906,906,,2013,370,11,2244166767,549,710,15004488,2020,Rehelim,
ריחאנייה,540,REIHANIYYE,2,21,212,2,,2,1218,1,,1217,,450,,2458877272,673,209,10004528,2020,Reihaniyye,211
ריחן,3568,REHAN,7,71,,72,,1,352,352,331,,1977,320,6,2129770830,362,710,15004488,2020,Rehan,
ריינה,542,REINE,2,25,237,99,,2,19141,33,12,19109,,270,,2295373626,318,257,10004426,2020,Reine,
רימונים,3565,RIMMONIM,7,74,,73,445,1,698,691,660,6,1977,370,10,2323664896,668,711,10003299,2020,Rimmonim,710
רינתיה,616,RINNATYA,4,42,422,25,142,1,1182,1182,1162,,1949,310,1,1933766127,62,424,10002116,2020,Rinnatya,
רכסים,922,REKHASIM,3,31,311,99,222,1,13265,13265,13244,,1957,170,,2097873968,96,355,10004207,2020,Rekhasim,310
רם-און,1069,RAM-ON,2,23,234,8,,1,986,986,980,,1960,310,1,2246471474,79,204,10004394,2020,Ram-On,213
רמות,4702,RAMOT,2,29,293,71,,1,531,531,522,,1970,310,1,2627375064,-10,219,10004579,2020,Ramot,211
רמות השבים,206,RAMOT HASHAVIM,4,42,421,20,131,1,1710,1710,1693,,1933,350,,1892967483,60,417,10002133,2020,Ramot HaShavim,410
רמות מאיר,735,RAMOT ME'IR,4,43,432,30,143,1,751,749,739,2,1949,310,1,1865064238,82,426,10002241,2020,Ramot Me'ir,
רמות מנשה,445,RAMOT MENASHE,2,23,236,13,,1,1212,1211,1186,1,1948,330,15,2056872258,181,254,10004411,2020,Ramot Menashe,213
רמות נפתלי,372,RAMOT NAFTALI,2,21,212,55,,1,537,537,521,,1945,310,1,2520277853,436,253,10004591,2020,Ramot Naftali,211
רמלה,8500,RAMLA,4,43,432,0,133,4,76987,58293,54364,18695,1948,150,,1875264835,76,415,10002228,2020,Ramla,
רמת גן,8600,RAMAT GAN,5,52,512,0,122,1,167556,166610,155534,946,1921,140,,1835466402,37,506,15003979,2020,Ramat Gan,
רמת דוד,135,RAMAT DAWID,2,23,234,9,,1,540,540,528,,1926,330,15,2192073153,80,254,10004411,2020,Ramat Dawid,213
רמת הכובש,184,RAMAT HAKOVESH,4,42,421,20,141,1,1151,1151,1115,,1932,330,15,1943368044,61,417,10004769,2020,Ramat HaKovesh,410
רמת השופט,335,RAMAT HASHOFET,2,23,236,13,,1,1125,1125,1059,,1941,330,15,2091072404,241,254,10004411,2020,Ramat HaShofet,213
רמת השרון,2650,RAMAT HASHARON,5,51,511,0,121,1,47512,47455,46668,56,1923,160,,1852067183,39,553,10001605,2020,Ramat HaSharon,
רמת יוחנן,178,RAMAT YOHANAN,3,31,311,12,222,1,1016,1016,984,,1932,330,15,2117474431,47,301,10004207,2020,Ramat Yohanan,310
רמת ישי,122,RAMAT YISHAY,2,23,235,99,242,1,7897,7889,7665,8,1925,180,,2158173426,93,257,10004411,2020,Ramat Yishay,
"רמת כוכב מ""א 7",1828,,2,23,233,7,,,,,,,,530,,2497072050,,,,2020,,214
"רמת כוכב מ""א 8",1829,,2,23,233,8,,,,,,,,530,,2427072230,,,,2020,,213
"רמת כוכב מ""א 9",1830,,2,23,233,9,,,,,,,,530,,2362072710,,,,2020,,213
"רמת כוכב של""ש",1831,,2,23,233,,,,,,,,,530,,,,,,2020,,
רמת מגשימים,4701,RAMAT MAGSHIMIM,2,29,294,71,,1,755,755,755,,1968,320,2,2759575016,429,219,10004579,2020,Ramat Magshimim,211
"רמת מנשה מ""א 13",1837,,2,23,236,13,,,,,,,,530,,2093072110,,,,2020,,213
"רמת מנשה של""ש",1838,,2,23,236,,,,,,,,,530,,,,,,2020,,
רמת צבי,339,RAMAT ZEVI,2,23,233,8,,1,748,742,734,5,1942,310,1,2391272193,53,204,10004394,2020,Ramat Zevi,213
רמת רזיאל,460,RAMAT RAZI'EL,1,11,111,26,444,1,662,662,645,,1948,310,9,2070263124,717,151,15000597,2020,Ramat Razi'el,
רמת רחל,127,RAMAT RAHEL,1,11,111,26,444,1,562,562,549,,1926,330,15,2207962742,788,151,15000705,2020,Ramat Rahel,
רנן,789,RANNEN,6,62,622,42,344,1,717,717,706,,1950,310,1,1620658307,104,651,10001893,2020,Rannen,620
רעים,713,RE'IM,6,62,622,38,,1,427,426,397,1,1949,330,15,1485858842,49,651,10001893,2020,Re'im,620
רעננה,8700,RA'ANNANA,4,42,421,0,131,1,76277,76230,74041,48,1921,150,,1879267694,48,416,10002133,2020,Ra'annana,410
רקפת,1228,RAQQEFET,2,24,241,56,241,1,1049,1045,1021,4,1981,370,1,2251075112,312,205,10004513,2020,Raqqefet,210
רשפון,247,RISHPON,4,41,411,19,141,1,1456,1456,1423,,1936,310,1,1836167862,26,401,10001605,2020,Rishpon,
רשפים,437,RESHAFIM,2,23,231,7,,1,1153,1153,1134,,1948,330,15,2450370959,-114,202,10004568,2020,Reshafim,214
רתמים,1260,RETAMIM,6,62,626,48,,1,584,584,584,,1983,320,15,1703255151,260,620,10001918,2020,Retamim,610
שאר ישוב,324,SHE'AR YASHUV,2,21,211,55,,1,655,655,625,,1940,310,6,2606679242,129,253,10004591,2020,She'ar Yashuv,211
שבי דרום,1377,SHAVE DAROM,6,62,621,42,,1,253,253,247,,2017,310,,1657359723,143,651,10001930,2020,Shave Darom,620
שבי ציון,282,SHAVE ZIYYON,2,24,245,4,241,1,1228,1228,1203,,1938,320,10,2082076520,7,201,10004302,2020,Shave Ziyyon,212
שבי שומרון,3571,SHAVE SHOMERON,7,72,,72,,1,1031,1031,1029,,1977,370,11,2176368555,335,710,15004488,2020,Shave Shomeron,
שבלי - אום אל-גנם,913,SHIBLI-UMM AL-GHANAM,2,23,237,99,,2,6151,5,,6146,,280,,2380073275,179,251,10004394,2020,Shibli-Umm Al-Ghanam,214
שגב-שלום,1286,SEGEV-SHALOM,6,62,623,99,342,2,11363,8,,11356,,270,,1846456733,318,652,15003711,2020,Segev-Shalom,610
שדה אילן,721,SEDE ILAN,2,22,222,3,,1,648,648,648,,1949,310,2,2399773935,196,206,10004552,2020,Sede Ilan,214
שדה אליהו,304,SEDE ELIYYAHU,2,23,231,7,,1,705,705,698,,1939,330,3,2485370519,-191,202,10004568,2020,Sede Eliyyahu,214
שדה אליעזר,861,SEDE ELI'EZER,2,21,211,55,,1,828,827,810,1,1952,310,6,2529977230,162,253,10004540,2020,Sede Eli'ezer,211
שדה בוקר,885,SEDE BOQER,6,62,626,48,,1,449,449,437,,1952,330,15,1801253146,470,620,10001918,2020,Sede Boqer,610
שדה דוד,36,SEDE DAWID,6,61,612,50,,1,588,588,577,,1955,310,6,1700560944,93,634,10001813,2020,Sede Dawid,
שדה ורבורג,284,SEDE WARBURG,4,42,421,20,141,1,1442,1442,1430,,1938,310,10,1910467937,49,417,10002133,2020,Sede Warburg,410
שדה יואב,293,SEDE YO'AV,6,61,611,35,,1,598,598,580,,1956,330,15,1694461708,98,632,10001813,2020,Sede Yo'av,420
שדה יעקב,142,SEDE YA'AQOV,2,23,235,9,,1,1096,1096,1092,,1927,310,2,2135473375,63,254,10004411,2020,Sede Ya'aqov,213
שדה יצחק,2008,SEDE YIZHAQ,3,32,324,14,,1,715,713,682,2,1952,310,1,1996070126,31,351,15002436,2020,Sede Yizhaq,
שדה משה,18,SEDE MOSHE,6,61,612,50,,1,777,776,759,1,1956,310,1,1812161329,140,634,10001813,2020,Sede Moshe,
שדה נחום,259,SEDE NAHUM,2,23,231,7,,1,913,912,894,1,1937,330,15,2454771487,-76,202,10004568,2020,Sede Nahum,214
שדה נחמיה,329,SEDE NEHEMYA,2,21,211,1,,1,1265,1264,1231,1,1940,330,15,2585578807,77,253,10004591,2020,Sede Nehemya,211
שדה ניצן,1058,SEDE NIZZAN,6,62,622,38,,1,357,353,349,4,1973,310,1,1446557122,135,651,10001893,2020,Sede Nizzan,620
שדה עוזיהו,739,SEDE UZZIYYAHU,6,61,611,33,143,1,1598,1596,1583,2,1950,310,6,1695562943,30,616,10001821,2020,Sede Uzziyyahu,420
שדה צבי,2049,SEDE ZEVI,6,62,621,42,,1,653,653,645,,1953,310,10,1726759530,202,651,10001930,2020,Sede Zevi,620
שדות ים,327,SEDOT YAM,3,32,324,15,,1,1108,1107,1062,1,1940,330,15,1901671086,9,303,10004261,2020,Sedot Yam,
שדות מיכה,27,SEDOT MIKHA,1,11,112,26,,1,382,382,382,,1955,310,1,1925462543,219,151,15000597,2020,Sedot Mikha,
שדי אברהם,1223,SEDE AVRAHAM,6,62,622,38,,1,360,360,357,,1981,310,1,1367156924,86,651,10001893,2020,Sede Avraham,620
שדי חמד,2015,SEDE HEMED,4,42,421,20,142,1,982,982,970,,1952,310,1,1948167404,35,417,10002133,2020,Sede Hemed,410
שדי תרומות,2057,SEDE TERUMOT,2,23,231,7,,1,459,459,459,,1951,310,2,2459270520,-128,202,10004568,2020,Sede Terumot,214
שדמה,555,SHEDEMA,4,44,441,32,143,1,591,591,586,,1954,310,10,1756363779,48,456,15002488,2020,Shedema,
שדמות דבורה,306,SHADMOT DEVORA,2,22,222,3,,1,686,684,673,3,1939,310,1,2411773355,146,206,10004552,2020,Shadmot Devora,214
שדמות מחולה,3578,SHADMOT MEHOLA,7,75,,75,,1,665,665,663,,1979,320,2,2504469484,-189,712,10003299,2020,Shadmot Mehola,710
שדרות,1031,SEDEROT,6,61,614,0,,1,29074,28894,27163,180,1951,160,,1615060418,89,611,10001829,2020,Sederot,620
שואבה,741,SHO'EVA,1,11,111,26,444,1,613,613,606,,1950,310,10,2074863395,618,151,15000597,2020,Sho'eva,
שובה,761,SHUVA,6,62,621,39,,1,704,704,703,,1950,310,2,1566959571,108,651,10001930,2020,Shuva,620
שובל,394,SHOVAL,6,62,621,41,341,1,846,846,800,,1946,330,15,1756559148,205,625,10001946,2020,Shoval,620
שוהם,1304,SHOHAM,4,43,432,99,142,1,21014,21012,20831,2,1993,160,,1949465613,96,421,10002168,2020,Shoham,
שומרה,614,SHOMERA,2,24,244,52,,1,367,364,360,3,1949,310,1,2268677643,552,255,10004302,2020,Shomera,212
שומרייה,1265,SHOMERIYYA,6,62,623,41,341,1,836,836,836,,1984,330,15,1889659340,377,625,10001937,2020,Shomeriyya,620
שוקדה,415,SHOQEDA,6,62,621,39,,1,606,606,599,,1957,310,2,1548259242,82,651,10001930,2020,Shoqeda,620
שורש,456,SHORESH,1,11,111,26,444,1,1215,1209,1164,6,1948,320,6,2062763384,678,151,15000597,2020,Shoresh,
שורשים,1235,SHORASHIM,2,24,242,56,241,1,542,542,536,,1985,320,1,2246175536,132,205,10004513,2020,Shorashim,210
שושנת העמקים,224,SHOSHANNAT HAAMAQIM,4,41,411,16,141,1,491,491,481,,1951,350,,1867569564,19,409,10002089,2020,Shoshannat HaAmaqim,
שזור,527,SHEZOR,2,24,242,2,,1,326,326,321,,1953,310,1,2333275981,282,209,10004465,2020,Shezor,211
שחר,7,SHAHAR,6,61,612,50,,1,895,895,884,,1955,310,1,1740161425,100,634,10001813,2020,Shahar,
שחרות,1266,SHAHARUT,6,62,627,53,,1,172,172,155,,1985,370,13,1997042399,531,608,10001955,2020,Shaharut,610
שיבולים,865,SHIBBOLIM,6,62,621,39,,1,286,286,285,,1952,310,2,1626858946,130,651,10001930,2020,Shibbolim,620
שיטים,1267,SHITTIM,6,62,627,53,,,,,,,,510,,2013045424,298,608,10001955,2020,Shittim,
שייח' דנון,658,SHEIKH DANNUN,2,24,243,4,,2,2944,1,,2943,,290,,2141976650,84,201,10004302,2020,Sheikh Dannun,212
שילה,3641,SHILO,7,74,,73,,1,4483,4483,4482,,1979,190,,2286166224,718,711,10003299,2020,Shilo,710
שילת,1165,SHILAT,4,43,431,25,142,1,787,787,769,,1977,310,6,2020064728,265,424,10002277,2020,Shilat,
שכניה,1160,SHEKHANYA,2,24,241,56,241,1,802,802,793,,1980,370,10,2234275046,440,205,10004513,2020,Shekhanya,210
שלווה,873,SHALWA,6,61,612,34,,1,547,547,539,,1952,310,2,1779360802,166,631,10001813,2020,Shalwa,
שלווה במדבר,1373,SHALVA BAMIDBAR,6,62,626,48,,,,,,,,510,,1746152689,506,620,10001918,2020,Shalva Bamidbar,610
שלוחות,439,SHELUHOT,2,23,231,7,,1,428,428,428,,1948,330,3,2454070861,-116,202,10004568,2020,Sheluhot,214
שלומי,812,SHELOMI,2,24,245,99,,1,6754,6658,6131,96,1950,180,,2142177563,72,255,10004302,2020,Shelomi,212
שלומית,1364,SHLOMIT,6,62,622,38,,1,394,394,393,,2011,370,11,1337356441,93,651,10001893,2020,Shlomit,620
שלומציון,1793,,7,75,,75,,,,,,,,520,,2467566743,-257,712,10003299,2020,,710
שמיר,366,SHAMIR,2,21,211,1,,1,922,922,870,,1944,330,15,2619478579,191,253,10004591,2020,Shamir,211
שמעה,3784,SHIM'A,7,77,,78,,1,812,812,808,,1985,370,11,2012258844,607,715,15003512,2020,Shim'a,
שמרת,432,SHAMERAT,2,24,246,4,241,1,640,640,630,,1948,330,15,2092076183,17,201,10004315,2020,Shamerat,212
שמשית,1337,SHIMSHIT,2,23,237,9,242,1,2517,2515,2503,2,2000,190,,2234173758,221,254,10004426,2020,Shimshit,213
שני,1287,SHANI,6,62,623,,,1,547,547,465,,1989,370,11,2066558490,693,699,10001937,2020,Shani,
שניר,1132,SENIR,2,21,211,1,,1,609,608,598,1,1967,330,15,2635779414,308,253,10004591,2020,Senir,211
שעב,538,SHA'AB,2,24,241,99,241,2,7228,2,1,7226,,280,,2224375501,52,263,15002411,2020,Sha'ab,
שעל,4009,SHA'AL,2,29,292,71,,1,305,305,295,,1976,310,9,2674078025,784,219,10004579,2020,Sha'al,211
שעלבים,856,SHA'ALVIM,4,43,431,30,143,1,1910,1910,1907,,1951,330,8,1984964193,190,426,10002277,2020,Sha'alvim,
שער אפרים,661,SHA'AR EFRAYIM,4,41,412,18,141,1,1919,1916,1894,3,1953,310,1,1999368838,42,412,10002155,2020,Sha'ar Efrayim,410
שער הגולן,264,SHA'AR HAGOLAN,2,22,221,6,,1,541,541,524,,1937,330,15,2569373258,-195,214,10004552,2020,Sha'ar HaGolan,214
שער העמקים,237,SHA'AR HAAMAQIM,3,31,311,12,222,1,763,763,729,,1935,330,15,2108373650,62,301,10004207,2020,Sha'ar HaAmaqim,310
שער מנשה,921,SHA'AR MENASHE,3,32,324,14,,1,527,478,462,49,1949,340,,2016170594,38,351,15002436,2020,Sha'ar Menashe,
שערי תקווה,3720,SHA'ARE TIQWA,7,73,,72,145,1,6057,6052,5875,4,1983,180,,2026566996,179,710,15004488,2020,Sha'are Tiqwa,
שפיים,232,SHEFAYIM,4,41,411,19,141,1,1327,1326,1307,1,1935,330,15,1836768049,37,401,15000060,2020,Shefayim,
שפיר,692,SHAFIR,6,61,611,34,,1,923,923,915,,1949,310,2,1743262283,58,631,10001821,2020,Shafir,
"שפלת יהודה מ""א 26",1803,,1,11,112,26,,,,,,,,530,,1939062680,,,,2020,,
"שפלת יהודה של""ש",1804,,1,11,112,,,,,,,,,530,,,,,,2020,,
שפר,846,SHEFER,2,21,212,2,,1,442,441,434,1,1950,310,1,2411276098,589,209,10004528,2020,Shefer,211
שפרעם,8800,SHEFAR'AM,2,24,241,0,241,2,42509,171,116,42339,,260,,2164074572,137,261,10004497,2020,Shefar'am,310
שקד,3649,SHAQED,7,71,,72,,1,1017,1017,982,,1981,370,9,2160970880,405,710,15004488,2020,Shaqed,
שקף,1233,SHEQEF,6,61,612,50,,1,570,570,562,,1982,310,9,1939560256,417,634,10001813,2020,Sheqef,
שרונה,292,SHARONA,2,22,222,3,,1,573,573,562,,1938,310,1,2440173687,253,206,10004552,2020,Sharona,214
שריגים (לי-און),1114,SARIGIM (LI-ON),1,11,112,26,444,1,1062,1060,1026,2,1960,350,,1939062060,306,151,15000597,2020,Sarigim (Li-On),
שריד,126,SARID,2,23,234,9,,1,899,899,872,,1926,330,15,2214672985,88,254,10004411,2020,Sarid,213
שרשרת,398,SHARSHERET,6,62,621,39,,1,335,335,335,,1951,310,2,1622559044,141,651,10001930,2020,Sharsheret,620
שתולה,1045,SHETULA,2,24,244,52,,1,286,286,281,,1969,310,1,2297077667,654,255,10004302,2020,Shetula,212
שתולים,763,SHETULIM,6,61,611,33,143,1,2091,2091,2067,,1950,191,1,1701263135,30,616,10001821,2020,Shetulim,420
תאשור,2062,TE'ASHUR,6,62,621,41,344,1,436,436,426,,1953,310,1,1660658680,137,625,10001893,2020,Te'ashur,620
